ID,Project Name,Camera Trap Name,Latitude,Longitude,Sampling Event,Photo Type,Photo Date,Photo time,Raw Name,Class,Order,Family,Genus,Species,Number of Animals,Person Identifying the Photo,Camera Serial Number,Camera Start Date,Camera End Date,Person setting up the Camera,Person picking up the Camera,Camera Manufacturer,Camera Model,Sequence Info,Moon Phase,Temperature,Organization Name
12897,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-30,10:46:58,07300111.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12898,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-30,10:47:41,07300112.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12900,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-30,10:47:42,07300114.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12906,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-30,10:48:07,07300120.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12904,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-30,10:48:07,07300118.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12905,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-30,10:48:07,07300119.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12910,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-30,16:28:46,07300124.JPG,AVES,PASSERIFORMES,MIMIDAE,Dumetella,carolinensis,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12911,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-30,16:28:47,07300125.JPG,AVES,PASSERIFORMES,MIMIDAE,Dumetella,carolinensis,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12912,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-30,16:28:47,07300126.JPG,AVES,PASSERIFORMES,MIMIDAE,Dumetella,carolinensis,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12937,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,06:35:44,07310151.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12938,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,06:35:44,07310152.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Ayanna Castaneda,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12939,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,06:35:45,07310153.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12940,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,06:36:01,07310154.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12941,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,06:36:02,07310155.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12942,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,06:36:02,07310156.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12943,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,06:36:49,07310157.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12944,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,06:36:49,07310158.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12945,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,06:36:49,07310159.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12976,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:20:28,07310190.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12977,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:20:28,07310191.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12978,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:20:28,07310192.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12979,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:20:42,07310193.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12980,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:20:42,07310194.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12981,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:20:42,07310195.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12982,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:21:19,07310196.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,2,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12983,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:21:20,07310197.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,2,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12984,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:21:20,07310198.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,2,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12985,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:21:32,07310199.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12986,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:21:32,07310200.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12987,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:21:32,07310201.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12988,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:21:59,07310202.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12989,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:21:59,07310203.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12990,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:21:59,07310204.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12994,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:22:32,07310208.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12995,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:22:33,07310209.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12996,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,09:22:33,07310210.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12997,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,14:31:07,07310211.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Marmota,monax,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12998,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,14:31:08,07310212.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Marmota,monax,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
12999,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,14:31:08,07310213.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Marmota,monax,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13012,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,18:24:20,07310226.JPG,AVES,PASSERIFORMES,TURDIDAE,Turdus,migratorius,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13013,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,18:24:20,07310227.JPG,AVES,PASSERIFORMES,TURDIDAE,Turdus,migratorius,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13014,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-07-31,18:24:21,07310228.JPG,AVES,PASSERIFORMES,TURDIDAE,Turdus,migratorius,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13033,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,06:49:04,08010247.JPG,AVES,PASSERIFORMES,MIMIDAE,Dumetella,carolinensis,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13034,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,06:49:04,08010248.JPG,AVES,PASSERIFORMES,MIMIDAE,Dumetella,carolinensis,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13035,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,06:49:05,08010249.JPG,AVES,PASSERIFORMES,MIMIDAE,Dumetella,carolinensis,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13045,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,10:53:14,08010259.JPG,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13046,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,10:53:14,08010260.JPG,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13047,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,10:53:14,08010261.JPG,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13048,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,11:08:34,08010262.JPG,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13049,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,11:08:34,08010263.JPG,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13050,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,11:08:34,08010264.JPG,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13051,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,11:40:46,08010265.JPG,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13052,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,11:40:46,08010266.JPG,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13053,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,11:40:46,08010267.JPG,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13054,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,11:56:16,08010268.JPG,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13055,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,11:56:17,08010269.JPG,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13056,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,11:56:17,08010270.JPG,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13057,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,11:56:36,08010271.JPG,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13058,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,11:56:36,08010272.JPG,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13059,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,11:56:37,08010273.JPG,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13060,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,12:14:07,08010274.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13061,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,12:14:08,08010275.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13062,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,12:14:08,08010276.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13063,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,12:14:52,08010277.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13064,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,12:14:52,08010278.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13065,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,12:14:53,08010279.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13066,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,12:15:17,08010280.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,2,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13073,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,12:15:47,08010287.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13067,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,12:15:18,08010281.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,2,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13068,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,12:15:18,08010282.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,2,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13069,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,12:15:34,08010283.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13070,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,12:15:34,08010284.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13071,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,12:15:35,08010285.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
13072,Berkshire Wildlife Linkage 2017,CAM03-B,42.69872,-73.14858,CAM03B_07102017_08012017,Animal,2017-08-01,12:15:47,08010286.JPG,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,1,Andy Wood,B10,2017-07-10,2017-08-01,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
