ID,Project Name,Camera Trap Name,Latitude,Longitude,Sampling Event,Photo Type,Photo Date,Photo time,Raw Name,Class,Order,Family,Genus,Species,Number of Animals,Person Identifying the Photo,Camera Serial Number,Camera Start Date,Camera End Date,Person setting up the Camera,Person picking up the Camera,Camera Manufacturer,Camera Model,Sequence Info,Moon Phase,Temperature,Organization Name
7472,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-08,11:43:24,08080036.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7473,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-09,19:06:51,08090037.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7474,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-09,19:06:52,08090038.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7475,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-09,19:06:52,08090039.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7476,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-09,19:57:50,08090040.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7477,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-09,19:57:51,08090041.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7478,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-09,19:57:51,08090042.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7479,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-11,10:36:33,08110043.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7480,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-11,10:36:34,08110044.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Ayanna Castaneda,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7481,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-11,10:36:35,08110045.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7482,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-12,06:24:45,08120046.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7483,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-12,06:24:46,08120047.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7484,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-12,06:24:46,08120048.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7491,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-14,06:10:58,08140055.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7492,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-14,06:10:59,08140056.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7493,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-14,06:10:59,08140057.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7497,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-14,10:02:34,08140061.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Ayanna Castaneda,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7498,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-14,10:02:34,08140062.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7499,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-14,10:02:35,08140063.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7500,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-14,10:03:00,08140064.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7501,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-14,10:03:00,08140065.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7502,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-14,10:03:01,08140066.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7506,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-15,14:56:49,08150070.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Ayanna Castaneda,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7507,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-15,14:56:50,08150071.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Ayanna Castaneda,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7508,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08012017_08162017,Animal,2017-08-15,14:56:50,08150072.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Ayanna Castaneda,B5,2017-08-01,2017-08-16,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7522,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-16,22:40:21,08160007.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7523,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-16,22:40:21,08160008.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7524,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-16,22:40:22,08160009.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7525,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-16,22:40:44,08160010.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7526,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-16,22:40:45,08160011.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7527,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-16,22:40:45,08160012.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7528,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-17,08:21:19,08170013.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7529,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-17,08:21:20,08170014.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7530,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-17,08:21:21,08170015.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7531,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-17,08:55:09,08170016.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7532,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-17,08:55:10,08170017.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7533,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-17,08:55:10,08170018.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7597,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-20,07:33:33,08200082.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7598,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-20,07:33:34,08200083.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7599,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-20,07:33:34,08200084.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7603,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-20,07:39:12,08200088.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7604,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-20,07:39:13,08200089.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7605,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-20,07:39:14,08200090.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Kevin Ostrander,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7615,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-20,20:11:35,08200100.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7616,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-20,20:11:35,08200101.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7617,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-20,20:11:36,08200102.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7672,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-23,15:06:36,08230157.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7673,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-23,15:06:37,08230158.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7674,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-23,15:06:38,08230159.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7675,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-23,15:06:51,08230160.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7676,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-23,15:06:52,08230161.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7677,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-23,15:06:52,08230162.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7678,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-23,15:47:10,08230163.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7679,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-23,15:47:10,08230164.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7680,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-23,15:47:11,08230165.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7690,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-29,01:17:48,08290175.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7691,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-29,01:17:48,08290176.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7692,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-29,01:17:49,08290177.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Andy Wood,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7693,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-29,08:53:17,08290178.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7694,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-29,08:53:18,08290179.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7695,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-29,08:53:18,08290180.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7696,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-29,08:53:46,08290181.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7697,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-29,08:53:46,08290182.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7698,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-29,08:53:47,08290183.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7699,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-08-29,08:54:08,08290184.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7759,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-09-07,10:39:49,09070244.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7760,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-09-07,10:39:50,09070245.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7761,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-09-07,10:39:51,09070246.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7762,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-09-07,10:40:04,09070247.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7763,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-09-07,10:40:04,09070248.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
7764,Berkshire Wildlife Linkage 2017,CAM03-A,42.69789,-73.14844,CAM03A_08162017_10112017,Animal,2017-09-07,10:40:05,09070249.JPG,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,1,Miriam Wolpert,B5,2017-08-16,2017-10-11,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
